Point,GlobalX,GlobalY
7403,159.7083,8.6667
7404,156.25,130.3333
7406,156.25,132
7423,196.75,82.5
7425,120.75,36.125
7426,143.8333,14
7427,108.5833,14
7429,20.1333,27.5833
7430,196.75,66.6458
7431,124.75,91.5
7432,203.75,219.1667
7433,337.25,210.1667
7434,152.75,133.6667
7435,0,44.25
7436,0,64.5833
7437,0,189.0833
7438,50.9167,80
7439,106.9167,29
7440,143.8333,120.6667
7441,143.8333,122.1667
7442,143.8333,127.1667
7443,143.8333,128.6667
7444,156.25,113.0833
7445,156.25,121.5
7446,341,155.5
7447,341,185.25
7448,341,206.9167
7449,145.9167,14
7450,22.5,23.0833
7451,76.9167,91.5
7452,116.6667,91.5
7453,25.0417,195.0833
7454,115.25,14
7455,106.9167,26.5
7456,106.9167,22
7457,106.9167,50
7458,106.9167,31.5
7459,0,31.5
7460,20,23.0833
7461,6.6667,23.0833
7462,13.3333,23.0833
7463,16.6667,23.0833
7464,25,23.0833
7465,27.9722,23.0833
7466,106.9167,36.125
7467,106.9167,40.75
7468,106.9167,45.375
7469,106.9167,14
7470,196.75,62.5
7471,111.0833,14
7472,0,129.2917
7473,0,119.25
7474,0,110.3333
7475,0,91.5
7476,0,111.9167
7477,0,103.4167
7478,0,124.9167
7479,0,95.9167
7480,196.75,80.5
7481,0,27.5917
